id,text,intent
3943,Order the results by status from smallest to largest,sort_ascending
3944,Arrange price in reverse order,sort_descending
3945,Get the total sum for salary,aggregate_sum
3946,Show mean of price,aggregate_average
3947,How many records are there?,count_rows
3948,What fields are present?,show_columns
3949,Show all rows where age is greater than 666,filter_condition
3950,Order the results by status from smallest to largest,sort_ascending
3951,Arrange country in reverse order,sort_descending
3952,Sum up the values in score,aggregate_sum
3953,Calculate average of score,aggregate_average
3954,How many records are there?,count_rows
3955,List all headers,show_columns
3956,Show all rows where price is greater than 605,filter_condition
3957,Sort the data by city in ascending order,sort_ascending
3958,Sort by country in descending order,sort_descending
3959,What is the total of city?,aggregate_sum
3960,Calculate average of country,aggregate_average
3961,Count total entries,count_rows
3962,List all headers,show_columns
3963,Display entries where country equals 634,filter_condition
3964,Order the results by price from smallest to largest,sort_ascending
3965,List by salary from high to low,sort_descending
3966,Get the total sum for gender,aggregate_sum
3967,Calculate average of price,aggregate_average
3968,Count total entries,count_rows
3969,What fields are present?,show_columns
3970,Show all rows where city is greater than 825,filter_condition
3971,Arrange the table based on country lowest first,sort_ascending
3972,Sort by price in descending order,sort_descending
3973,Sum up the values in quantity,aggregate_sum
3974,What is the average price?,aggregate_average
3975,Number of rows in the data,count_rows
3976,Which columns are in the dataset?,show_columns
3977,Display entries where salary equals 158,filter_condition
3978,Sort the data by status in ascending order,sort_ascending
3979,Sort by gender in descending order,sort_descending
3980,Sum up the values in age,aggregate_sum
3981,What is the average name?,aggregate_average
3982,How many records are there?,count_rows
3983,Which columns are in the dataset?,show_columns
3984,List records with age less than 847,filter_condition
3985,Order the results by score from smallest to largest,sort_ascending
3986,Arrange name in reverse order,sort_descending
3987,What is the total of country?,aggregate_sum
3988,Calculate average of price,aggregate_average
3989,Count total entries,count_rows
3990,List all headers,show_columns
3991,Display entries where score equals 304,filter_condition
3992,Sort the data by age in ascending order,sort_ascending
3993,Sort by price in descending order,sort_descending
3994,Sum up the values in salary,aggregate_sum
3995,Show mean of gender,aggregate_average
3996,How many records are there?,count_rows
3997,What fields are present?,show_columns
3998,Show all rows where status is greater than 338,filter_condition
3999,Order the results by status from smallest to largest,sort_ascending
4000,Sort by country in descending order,sort_descending
4001,What is the total of gender?,aggregate_sum
4002,Calculate average of country,aggregate_average
4003,How many records are there?,count_rows
4004,List all headers,show_columns
4005,List records with gender less than 49,filter_condition
4006,Order the results by status from smallest to largest,sort_ascending
4007,Arrange country in reverse order,sort_descending
4008,Sum up the values in quantity,aggregate_sum
4009,What is the average name?,aggregate_average
4010,How many records are there?,count_rows
4011,Which columns are in the dataset?,show_columns
4012,Show all rows where name is greater than 236,filter_condition
4013,Sort the data by gender in ascending order,sort_ascending
4014,Arrange quantity in reverse order,sort_descending
4015,Sum up the values in city,aggregate_sum
4016,Calculate average of name,aggregate_average
4017,How many records are there?,count_rows
4018,List all headers,show_columns
4019,Display entries where age equals 337,filter_condition
4020,Arrange the table based on name lowest first,sort_ascending
4021,Arrange gender in reverse order,sort_descending
4022,What is the total of gender?,aggregate_sum
4023,Show mean of salary,aggregate_average
4024,How many records are there?,count_rows
4025,List all headers,show_columns
4026,Display entries where price equals 392,filter_condition
4027,Sort the data by score in ascending order,sort_ascending
4028,List by price from high to low,sort_descending
4029,Sum up the values in gender,aggregate_sum
4030,Show mean of country,aggregate_average
4031,How many records are there?,count_rows
4032,List all headers,show_columns
4033,Show all rows where quantity is greater than 928,filter_condition
4034,Arrange the table based on status lowest first,sort_ascending
4035,List by name from high to low,sort_descending
4036,Sum up the values in city,aggregate_sum
4037,Show mean of status,aggregate_average
4038,Count total entries,count_rows
4039,Which columns are in the dataset?,show_columns
4040,List records with name less than 213,filter_condition
4041,Order the results by name from smallest to largest,sort_ascending
4042,Sort by price in descending order,sort_descending
4043,Get the total sum for quantity,aggregate_sum
4044,Show mean of gender,aggregate_average
4045,How many records are there?,count_rows
4046,List all headers,show_columns
4047,Display entries where name equals 717,filter_condition
4048,Arrange the table based on name lowest first,sort_ascending
4049,List by quantity from high to low,sort_descending
4050,What is the total of quantity?,aggregate_sum
4051,What is the average gender?,aggregate_average
4052,How many records are there?,count_rows
4053,What fields are present?,show_columns
4054,Display entries where salary equals 770,filter_condition
4055,Sort the data by name in ascending order,sort_ascending
4056,List by country from high to low,sort_descending
4057,Sum up the values in country,aggregate_sum
4058,Calculate average of gender,aggregate_average
4059,Count total entries,count_rows
4060,Which columns are in the dataset?,show_columns
4061,List records with age less than 512,filter_condition
4062,Arrange the table based on price lowest first,sort_ascending
4063,List by status from high to low,sort_descending
4064,Sum up the values in city,aggregate_sum
4065,Show mean of gender,aggregate_average
4066,Number of rows in the data,count_rows
4067,What fields are present?,show_columns
4068,Display entries where age equals 300,filter_condition
4069,Sort the data by quantity in ascending order,sort_ascending
4070,List by score from high to low,sort_descending
4071,Sum up the values in city,aggregate_sum
4072,What is the average price?,aggregate_average
4073,How many records are there?,count_rows
4074,Which columns are in the dataset?,show_columns
4075,Show all rows where quantity is greater than 517,filter_condition
4076,Sort the data by gender in ascending order,sort_ascending
4077,List by salary from high to low,sort_descending
4078,What is the total of price?,aggregate_sum
4079,Show mean of price,aggregate_average
4080,Count total entries,count_rows
4081,What fields are present?,show_columns
4082,List records with score less than 750,filter_condition
4083,Order the results by city from smallest to largest,sort_ascending
4084,Sort by price in descending order,sort_descending
4085,Get the total sum for score,aggregate_sum
4086,Show mean of country,aggregate_average
4087,Count total entries,count_rows
4088,Which columns are in the dataset?,show_columns
4089,Show all rows where gender is greater than 821,filter_condition
4090,Arrange the table based on salary lowest first,sort_ascending
4091,Sort by city in descending order,sort_descending
4092,Get the total sum for quantity,aggregate_sum
4093,Calculate average of quantity,aggregate_average
4094,Number of rows in the data,count_rows
4095,Which columns are in the dataset?,show_columns
4096,List records with city less than 444,filter_condition
4097,Order the results by status from smallest to largest,sort_ascending
4098,List by gender from high to low,sort_descending
4099,Sum up the values in name,aggregate_sum
4100,Calculate average of country,aggregate_average
4101,Count total entries,count_rows
4102,List all headers,show_columns
4103,Display entries where score equals 241,filter_condition
4104,Order the results by country from smallest to largest,sort_ascending
4105,Arrange city in reverse order,sort_descending
4106,Sum up the values in quantity,aggregate_sum
4107,Show mean of score,aggregate_average
4108,Number of rows in the data,count_rows
4109,Which columns are in the dataset?,show_columns
4110,Display entries where name equals 97,filter_condition
4111,Arrange the table based on country lowest first,sort_ascending
4112,Arrange status in reverse order,sort_descending
4113,Get the total sum for country,aggregate_sum
4114,What is the average quantity?,aggregate_average
4115,How many records are there?,count_rows
4116,Which columns are in the dataset?,show_columns
4117,Show all rows where quantity is greater than 179,filter_condition
4118,Arrange the table based on gender lowest first,sort_ascending
4119,List by salary from high to low,sort_descending
4120,What is the total of age?,aggregate_sum
4121,Calculate average of score,aggregate_average
4122,Count total entries,count_rows
4123,What fields are present?,show_columns
4124,Show all rows where quantity is greater than 783,filter_condition
4125,Arrange the table based on city lowest first,sort_ascending
4126,Arrange gender in reverse order,sort_descending
4127,Get the total sum for status,aggregate_sum
4128,Calculate average of quantity,aggregate_average
4129,How many records are there?,count_rows
4130,Which columns are in the dataset?,show_columns
4131,List records with salary less than 963,filter_condition
4132,Sort the data by quantity in ascending order,sort_ascending
4133,Sort by price in descending order,sort_descending
4134,Get the total sum for age,aggregate_sum
4135,What is the average status?,aggregate_average
4136,Count total entries,count_rows
4137,What fields are present?,show_columns
4138,Display entries where name equals 450,filter_condition
4139,Sort the data by score in ascending order,sort_ascending
4140,Arrange quantity in reverse order,sort_descending
4141,Sum up the values in name,aggregate_sum
4142,Calculate average of status,aggregate_average
4143,Number of rows in the data,count_rows
4144,Which columns are in the dataset?,show_columns
4145,List records with quantity less than 42,filter_condition
4146,Sort the data by gender in ascending order,sort_ascending
4147,Arrange name in reverse order,sort_descending
4148,Get the total sum for age,aggregate_sum
4149,What is the average country?,aggregate_average
4150,Count total entries,count_rows
4151,Which columns are in the dataset?,show_columns
4152,Show all rows where age is greater than 519,filter_condition
4153,Order the results by country from smallest to largest,sort_ascending
4154,List by age from high to low,sort_descending
4155,Sum up the values in country,aggregate_sum
4156,What is the average name?,aggregate_average
4157,Number of rows in the data,count_rows
4158,List all headers,show_columns
4159,Display entries where name equals 200,filter_condition
4160,Order the results by age from smallest to largest,sort_ascending
4161,List by price from high to low,sort_descending
4162,Sum up the values in salary,aggregate_sum
4163,What is the average status?,aggregate_average
4164,Count total entries,count_rows
4165,List all headers,show_columns
4166,List records with quantity less than 271,filter_condition
4167,Arrange the table based on price lowest first,sort_ascending
4168,List by score from high to low,sort_descending
4169,Sum up the values in status,aggregate_sum
4170,Show mean of gender,aggregate_average
4171,Number of rows in the data,count_rows
4172,What fields are present?,show_columns
4173,Display entries where age equals 756,filter_condition
4174,Sort the data by quantity in ascending order,sort_ascending
4175,Arrange gender in reverse order,sort_descending
4176,What is the total of gender?,aggregate_sum
4177,Show mean of country,aggregate_average
4178,How many records are there?,count_rows
4179,List all headers,show_columns
4180,List records with salary less than 753,filter_condition
4181,Order the results by name from smallest to largest,sort_ascending
4182,Sort by price in descending order,sort_descending
4183,Get the total sum for age,aggregate_sum
4184,What is the average gender?,aggregate_average
4185,Number of rows in the data,count_rows
4186,List all headers,show_columns
4187,Show all rows where city is greater than 816,filter_condition
4188,Order the results by name from smallest to largest,sort_ascending
4189,List by price from high to low,sort_descending
4190,What is the total of gender?,aggregate_sum
4191,Show mean of price,aggregate_average
4192,Count total entries,count_rows
4193,What fields are present?,show_columns
4194,Display entries where status equals 385,filter_condition
4195,Sort the data by price in ascending order,sort_ascending
4196,Sort by gender in descending order,sort_descending
4197,Get the total sum for price,aggregate_sum
4198,What is the average price?,aggregate_average
4199,Count total entries,count_rows
4200,What fields are present?,show_columns
4201,List records with gender less than 993,filter_condition
4202,Arrange the table based on price lowest first,sort_ascending
4203,Arrange price in reverse order,sort_descending
4204,Get the total sum for name,aggregate_sum
4205,Calculate average of country,aggregate_average
4206,How many records are there?,count_rows
4207,What fields are present?,show_columns
4208,List records with quantity less than 518,filter_condition
4209,Arrange the table based on gender lowest first,sort_ascending
4210,Sort by name in descending order,sort_descending
4211,Sum up the values in salary,aggregate_sum
4212,Show mean of salary,aggregate_average
4213,Count total entries,count_rows
4214,Which columns are in the dataset?,show_columns
4215,Show all rows where quantity is greater than 191,filter_condition
4216,Sort the data by quantity in ascending order,sort_ascending
4217,Arrange gender in reverse order,sort_descending
4218,What is the total of salary?,aggregate_sum
4219,What is the average quantity?,aggregate_average
4220,Count total entries,count_rows
4221,What fields are present?,show_columns
4222,Show all rows where status is greater than 796,filter_condition
4223,Arrange the table based on city lowest first,sort_ascending
4224,Arrange name in reverse order,sort_descending
4225,What is the total of name?,aggregate_sum
4226,Calculate average of age,aggregate_average
4227,Count total entries,count_rows
4228,List all headers,show_columns
4229,Display entries where name equals 60,filter_condition
4230,Arrange the table based on status lowest first,sort_ascending
4231,List by gender from high to low,sort_descending
4232,Sum up the values in age,aggregate_sum
4233,What is the average name?,aggregate_average
4234,Count total entries,count_rows
4235,List all headers,show_columns
4236,List records with city less than 29,filter_condition
4237,Arrange the table based on gender lowest first,sort_ascending
4238,List by price from high to low,sort_descending
4239,Sum up the values in gender,aggregate_sum
4240,What is the average salary?,aggregate_average
4241,Count total entries,count_rows
4242,What fields are present?,show_columns
4243,Show all rows where quantity is greater than 671,filter_condition
4244,Arrange the table based on score lowest first,sort_ascending
4245,List by score from high to low,sort_descending
4246,What is the total of salary?,aggregate_sum
4247,Show mean of gender,aggregate_average
4248,Number of rows in the data,count_rows
4249,What fields are present?,show_columns
4250,Display entries where country equals 794,filter_condition
4251,Order the results by status from smallest to largest,sort_ascending
4252,List by city from high to low,sort_descending
4253,What is the total of name?,aggregate_sum
4254,What is the average status?,aggregate_average
4255,Count total entries,count_rows
4256,List all headers,show_columns
4257,List records with salary less than 373,filter_condition
4258,Sort the data by quantity in ascending order,sort_ascending
4259,List by status from high to low,sort_descending
4260,Get the total sum for gender,aggregate_sum
4261,Calculate average of quantity,aggregate_average
4262,How many records are there?,count_rows
4263,List all headers,show_columns
4264,Display entries where score equals 210,filter_condition
4265,Sort the data by country in ascending order,sort_ascending
4266,Sort by score in descending order,sort_descending
4267,Get the total sum for score,aggregate_sum
4268,What is the average country?,aggregate_average
4269,How many records are there?,count_rows
4270,What fields are present?,show_columns
4271,List records with price less than 755,filter_condition
4272,Arrange the table based on score lowest first,sort_ascending
4273,Arrange age in reverse order,sort_descending
4274,Sum up the values in price,aggregate_sum
4275,Show mean of gender,aggregate_average
4276,How many records are there?,count_rows
4277,What fields are present?,show_columns
4278,List records with country less than 323,filter_condition
4279,Sort the data by country in ascending order,sort_ascending
4280,Arrange quantity in reverse order,sort_descending
4281,Get the total sum for city,aggregate_sum
4282,Calculate average of age,aggregate_average
4283,Count total entries,count_rows
4284,List all headers,show_columns
4285,List records with price less than 967,filter_condition
4286,Order the results by status from smallest to largest,sort_ascending
4287,List by city from high to low,sort_descending
4288,What is the total of country?,aggregate_sum
4289,Show mean of name,aggregate_average
4290,Count total entries,count_rows
4291,List all headers,show_columns
4292,Show all rows where gender is greater than 544,filter_condition
4293,Order the results by quantity from smallest to largest,sort_ascending
4294,Sort by quantity in descending order,sort_descending
4295,Get the total sum for name,aggregate_sum
4296,Show mean of salary,aggregate_average
4297,Number of rows in the data,count_rows
4298,List all headers,show_columns
4299,Display entries where salary equals 785,filter_condition
4300,Arrange the table based on name lowest first,sort_ascending
4301,List by salary from high to low,sort_descending
4302,Sum up the values in price,aggregate_sum
4303,Show mean of salary,aggregate_average
4304,Count total entries,count_rows
4305,List all headers,show_columns
4306,List records with quantity less than 53,filter_condition
4307,Sort the data by status in ascending order,sort_ascending
4308,Arrange price in reverse order,sort_descending
4309,Get the total sum for city,aggregate_sum
4310,What is the average price?,aggregate_average
4311,Number of rows in the data,count_rows
4312,Which columns are in the dataset?,show_columns
4313,Display entries where gender equals 948,filter_condition
4314,Sort the data by country in ascending order,sort_ascending
4315,Sort by country in descending order,sort_descending
4316,Sum up the values in gender,aggregate_sum
4317,Show mean of city,aggregate_average
4318,Count total entries,count_rows
4319,Which columns are in the dataset?,show_columns
4320,Show all rows where quantity is greater than 999,filter_condition
4321,Sort the data by name in ascending order,sort_ascending
4322,Sort by country in descending order,sort_descending
4323,Sum up the values in salary,aggregate_sum
4324,Calculate average of status,aggregate_average
4325,Number of rows in the data,count_rows
4326,Which columns are in the dataset?,show_columns
4327,Show all rows where country is greater than 920,filter_condition
4328,Sort the data by country in ascending order,sort_ascending
4329,Sort by price in descending order,sort_descending
4330,What is the total of score?,aggregate_sum
4331,Calculate average of age,aggregate_average
4332,Number of rows in the data,count_rows
4333,Which columns are in the dataset?,show_columns
4334,Display entries where gender equals 69,filter_condition
4335,Arrange the table based on score lowest first,sort_ascending
4336,List by age from high to low,sort_descending
4337,Sum up the values in country,aggregate_sum
4338,What is the average name?,aggregate_average
4339,Count total entries,count_rows
4340,Which columns are in the dataset?,show_columns
4341,List records with status less than 294,filter_condition
4342,Sort the data by name in ascending order,sort_ascending
4343,List by status from high to low,sort_descending
4344,What is the total of gender?,aggregate_sum
4345,Show mean of status,aggregate_average
4346,Number of rows in the data,count_rows
4347,What fields are present?,show_columns
4348,List records with gender less than 931,filter_condition
4349,Order the results by salary from smallest to largest,sort_ascending
4350,List by age from high to low,sort_descending
4351,Sum up the values in quantity,aggregate_sum
4352,Calculate average of age,aggregate_average
4353,Number of rows in the data,count_rows
4354,Which columns are in the dataset?,show_columns
4355,Show all rows where score is greater than 877,filter_condition
4356,Sort the data by quantity in ascending order,sort_ascending
4357,Sort by country in descending order,sort_descending
4358,Sum up the values in gender,aggregate_sum
4359,Show mean of quantity,aggregate_average
4360,How many records are there?,count_rows
4361,Which columns are in the dataset?,show_columns
4362,Show all rows where status is greater than 189,filter_condition
4363,Order the results by age from smallest to largest,sort_ascending
4364,Arrange city in reverse order,sort_descending
4365,Get the total sum for quantity,aggregate_sum
4366,Calculate average of name,aggregate_average
4367,Count total entries,count_rows
4368,List all headers,show_columns
4369,Display entries where gender equals 173,filter_condition
4370,Arrange the table based on gender lowest first,sort_ascending
4371,Arrange country in reverse order,sort_descending
4372,Get the total sum for name,aggregate_sum
4373,What is the average score?,aggregate_average
4374,Number of rows in the data,count_rows
4375,List all headers,show_columns
4376,Display entries where price equals 910,filter_condition
4377,Order the results by quantity from smallest to largest,sort_ascending
4378,Sort by age in descending order,sort_descending
4379,Sum up the values in price,aggregate_sum
4380,Calculate average of salary,aggregate_average
4381,Number of rows in the data,count_rows
4382,Which columns are in the dataset?,show_columns
4383,List records with age less than 734,filter_condition
4384,Sort the data by gender in ascending order,sort_ascending
4385,Arrange country in reverse order,sort_descending
4386,Get the total sum for price,aggregate_sum
4387,What is the average salary?,aggregate_average
4388,Count total entries,count_rows
4389,What fields are present?,show_columns
4390,Display entries where price equals 756,filter_condition
4391,Sort the data by price in ascending order,sort_ascending
4392,List by name from high to low,sort_descending
4393,Get the total sum for gender,aggregate_sum
4394,Show mean of status,aggregate_average
4395,How many records are there?,count_rows
4396,Which columns are in the dataset?,show_columns
4397,Display entries where status equals 800,filter_condition
4398,Arrange the table based on score lowest first,sort_ascending
4399,Arrange status in reverse order,sort_descending
4400,Sum up the values in salary,aggregate_sum
4401,Calculate average of score,aggregate_average
4402,Number of rows in the data,count_rows
4403,Which columns are in the dataset?,show_columns
4404,Show all rows where status is greater than 810,filter_condition
4405,Order the results by age from smallest to largest,sort_ascending
4406,Sort by name in descending order,sort_descending
4407,Get the total sum for name,aggregate_sum
4408,What is the average country?,aggregate_average
4409,How many records are there?,count_rows
4410,Which columns are in the dataset?,show_columns
4411,List records with gender less than 981,filter_condition
4412,Arrange the table based on age lowest first,sort_ascending
4413,Sort by score in descending order,sort_descending
4414,What is the total of city?,aggregate_sum
4415,What is the average country?,aggregate_average
4416,Number of rows in the data,count_rows
4417,List all headers,show_columns
4418,List records with country less than 111,filter_condition
4419,Arrange the table based on country lowest first,sort_ascending
4420,Arrange salary in reverse order,sort_descending
4421,What is the total of age?,aggregate_sum
4422,What is the average country?,aggregate_average
4423,Number of rows in the data,count_rows
4424,Which columns are in the dataset?,show_columns
4425,List records with gender less than 276,filter_condition
4426,Order the results by price from smallest to largest,sort_ascending
4427,Arrange city in reverse order,sort_descending
4428,Sum up the values in price,aggregate_sum
4429,Calculate average of gender,aggregate_average
4430,Number of rows in the data,count_rows
4431,Which columns are in the dataset?,show_columns
4432,List records with salary less than 152,filter_condition
4433,Sort the data by status in ascending order,sort_ascending
4434,Arrange price in reverse order,sort_descending
4435,What is the total of salary?,aggregate_sum
4436,Calculate average of gender,aggregate_average
4437,Number of rows in the data,count_rows
4438,What fields are present?,show_columns
4439,List records with city less than 399,filter_condition
4440,Sort the data by country in ascending order,sort_ascending
4441,Arrange name in reverse order,sort_descending
4442,Get the total sum for salary,aggregate_sum
4443,Show mean of name,aggregate_average
4444,How many records are there?,count_rows
4445,List all headers,show_columns
4446,List records with name less than 25,filter_condition
4447,Arrange the table based on city lowest first,sort_ascending
4448,Sort by country in descending order,sort_descending
4449,What is the total of city?,aggregate_sum
4450,Show mean of city,aggregate_average
4451,Number of rows in the data,count_rows
4452,List all headers,show_columns
4453,Show all rows where salary is greater than 623,filter_condition
4454,Order the results by country from smallest to largest,sort_ascending
4455,Sort by status in descending order,sort_descending
4456,Sum up the values in status,aggregate_sum
4457,Show mean of city,aggregate_average
4458,Number of rows in the data,count_rows
4459,List all headers,show_columns
4460,Display entries where age equals 849,filter_condition
4461,Sort the data by status in ascending order,sort_ascending
4462,Sort by age in descending order,sort_descending
4463,Get the total sum for score,aggregate_sum
4464,Calculate average of price,aggregate_average
4465,Count total entries,count_rows
4466,List all headers,show_columns
4467,List records with city less than 253,filter_condition
4468,Arrange the table based on city lowest first,sort_ascending
4469,Sort by gender in descending order,sort_descending
4470,What is the total of price?,aggregate_sum
4471,Calculate average of salary,aggregate_average
4472,Number of rows in the data,count_rows
4473,What fields are present?,show_columns
4474,Show all rows where price is greater than 506,filter_condition
4475,Order the results by price from smallest to largest,sort_ascending
4476,Arrange score in reverse order,sort_descending
4477,What is the total of city?,aggregate_sum
4478,Calculate average of score,aggregate_average
4479,Number of rows in the data,count_rows
4480,What fields are present?,show_columns
4481,Display entries where score equals 380,filter_condition
4482,Sort the data by status in ascending order,sort_ascending
4483,Arrange age in reverse order,sort_descending
4484,Get the total sum for city,aggregate_sum
4485,Calculate average of city,aggregate_average
4486,How many records are there?,count_rows
4487,List all headers,show_columns
4488,Display entries where name equals 143,filter_condition
4489,Sort the data by country in ascending order,sort_ascending
4490,Sort by gender in descending order,sort_descending
4491,What is the total of country?,aggregate_sum
4492,Calculate average of status,aggregate_average
4493,How many records are there?,count_rows
4494,List all headers,show_columns
4495,Display entries where price equals 209,filter_condition
4496,Order the results by status from smallest to largest,sort_ascending
4497,Sort by city in descending order,sort_descending
4498,Sum up the values in age,aggregate_sum
4499,Calculate average of city,aggregate_average
4500,How many records are there?,count_rows
4501,List all headers,show_columns
4502,Display entries where name equals 675,filter_condition
4503,Sort the data by quantity in ascending order,sort_ascending
4504,Sort by country in descending order,sort_descending
4505,What is the total of gender?,aggregate_sum
4506,Calculate average of salary,aggregate_average
4507,Number of rows in the data,count_rows
4508,Which columns are in the dataset?,show_columns
4509,Show all rows where city is greater than 978,filter_condition
4510,Arrange the table based on salary lowest first,sort_ascending
4511,Sort by price in descending order,sort_descending
4512,Sum up the values in age,aggregate_sum
4513,What is the average city?,aggregate_average
4514,How many records are there?,count_rows
4515,What fields are present?,show_columns
4516,Show all rows where gender is greater than 978,filter_condition
4517,Arrange the table based on age lowest first,sort_ascending
4518,List by status from high to low,sort_descending
4519,What is the total of quantity?,aggregate_sum
4520,Show mean of price,aggregate_average
4521,Number of rows in the data,count_rows
4522,List all headers,show_columns
4523,List records with age less than 29,filter_condition
4524,Order the results by city from smallest to largest,sort_ascending
4525,List by status from high to low,sort_descending
4526,Sum up the values in quantity,aggregate_sum
4527,What is the average salary?,aggregate_average
4528,How many records are there?,count_rows
4529,What fields are present?,show_columns
4530,Display entries where salary equals 534,filter_condition
4531,Arrange the table based on country lowest first,sort_ascending
4532,List by country from high to low,sort_descending
4533,Sum up the values in city,aggregate_sum
4534,What is the average city?,aggregate_average
4535,Count total entries,count_rows
4536,List all headers,show_columns
4537,List records with city less than 84,filter_condition
4538,Arrange the table based on status lowest first,sort_ascending
4539,List by age from high to low,sort_descending
4540,Sum up the values in salary,aggregate_sum
4541,Show mean of score,aggregate_average
4542,How many records are there?,count_rows
4543,List all headers,show_columns
4544,List records with score less than 324,filter_condition
4545,Order the results by quantity from smallest to largest,sort_ascending
4546,List by quantity from high to low,sort_descending
4547,What is the total of country?,aggregate_sum
4548,Show mean of status,aggregate_average
4549,Number of rows in the data,count_rows
4550,What fields are present?,show_columns
4551,Display entries where price equals 775,filter_condition
4552,Sort the data by name in ascending order,sort_ascending
4553,List by age from high to low,sort_descending
4554,What is the total of gender?,aggregate_sum
4555,What is the average price?,aggregate_average
4556,Count total entries,count_rows
4557,List all headers,show_columns
4558,Display entries where gender equals 488,filter_condition
4559,Sort the data by city in ascending order,sort_ascending
4560,List by status from high to low,sort_descending
4561,What is the total of country?,aggregate_sum
4562,What is the average price?,aggregate_average
4563,Count total entries,count_rows
4564,What fields are present?,show_columns
4565,Display entries where age equals 738,filter_condition
4566,Order the results by name from smallest to largest,sort_ascending
4567,Arrange age in reverse order,sort_descending
4568,Sum up the values in price,aggregate_sum
4569,Show mean of country,aggregate_average
4570,Number of rows in the data,count_rows
4571,Which columns are in the dataset?,show_columns
4572,List records with country less than 69,filter_condition
4573,Sort the data by salary in ascending order,sort_ascending
4574,Arrange salary in reverse order,sort_descending
4575,What is the total of city?,aggregate_sum
4576,Calculate average of name,aggregate_average
4577,Count total entries,count_rows
4578,What fields are present?,show_columns
4579,Show all rows where country is greater than 128,filter_condition
4580,Arrange the table based on quantity lowest first,sort_ascending
4581,Sort by city in descending order,sort_descending
4582,What is the total of score?,aggregate_sum
4583,What is the average country?,aggregate_average
4584,Count total entries,count_rows
4585,Which columns are in the dataset?,show_columns
4586,Show all rows where quantity is greater than 841,filter_condition
4587,Order the results by quantity from smallest to largest,sort_ascending
4588,Arrange name in reverse order,sort_descending
4589,Get the total sum for age,aggregate_sum
4590,Show mean of quantity,aggregate_average
4591,Count total entries,count_rows
4592,What fields are present?,show_columns
4593,Show all rows where city is greater than 834,filter_condition
4594,Sort the data by status in ascending order,sort_ascending
4595,List by quantity from high to low,sort_descending
4596,Get the total sum for score,aggregate_sum
4597,Calculate average of name,aggregate_average
4598,How many records are there?,count_rows
4599,List all headers,show_columns
4600,Show all rows where gender is greater than 238,filter_condition
4601,Order the results by score from smallest to largest,sort_ascending
4602,List by city from high to low,sort_descending
4603,Sum up the values in name,aggregate_sum
4604,Calculate average of price,aggregate_average
4605,How many records are there?,count_rows
4606,Which columns are in the dataset?,show_columns
4607,Display entries where quantity equals 617,filter_condition
4608,Sort the data by city in ascending order,sort_ascending
4609,List by age from high to low,sort_descending
4610,Get the total sum for age,aggregate_sum
4611,Calculate average of status,aggregate_average
4612,Count total entries,count_rows
4613,What fields are present?,show_columns
4614,Show all rows where name is greater than 457,filter_condition
4615,Order the results by gender from smallest to largest,sort_ascending
4616,Sort by age in descending order,sort_descending
4617,Get the total sum for score,aggregate_sum
4618,Show mean of price,aggregate_average
4619,How many records are there?,count_rows
4620,What fields are present?,show_columns
4621,List records with score less than 799,filter_condition
4622,Order the results by price from smallest to largest,sort_ascending
4623,List by salary from high to low,sort_descending
4624,What is the total of quantity?,aggregate_sum
4625,Show mean of age,aggregate_average
4626,Number of rows in the data,count_rows
4627,What fields are present?,show_columns
4628,Show all rows where name is greater than 165,filter_condition
4629,Sort the data by gender in ascending order,sort_ascending
4630,List by country from high to low,sort_descending
4631,Get the total sum for salary,aggregate_sum
4632,What is the average status?,aggregate_average
4633,Number of rows in the data,count_rows
4634,Which columns are in the dataset?,show_columns
4635,Show all rows where score is greater than 872,filter_condition
4636,Arrange the table based on gender lowest first,sort_ascending
4637,Arrange gender in reverse order,sort_descending
4638,What is the total of name?,aggregate_sum
4639,Calculate average of score,aggregate_average
4640,Number of rows in the data,count_rows
4641,Which columns are in the dataset?,show_columns
4642,Show all rows where score is greater than 860,filter_condition
4643,Arrange the table based on score lowest first,sort_ascending
4644,Arrange price in reverse order,sort_descending
4645,What is the total of quantity?,aggregate_sum
4646,Calculate average of age,aggregate_average
4647,How many records are there?,count_rows
4648,Which columns are in the dataset?,show_columns
4649,List records with city less than 551,filter_condition
4650,Order the results by gender from smallest to largest,sort_ascending
4651,Arrange status in reverse order,sort_descending
4652,Sum up the values in quantity,aggregate_sum
4653,What is the average status?,aggregate_average
4654,Number of rows in the data,count_rows
4655,Which columns are in the dataset?,show_columns
4656,List records with price less than 705,filter_condition
4657,Arrange the table based on price lowest first,sort_ascending
4658,Sort by status in descending order,sort_descending
4659,Sum up the values in price,aggregate_sum
4660,Show mean of city,aggregate_average
4661,Number of rows in the data,count_rows
4662,Which columns are in the dataset?,show_columns
4663,List records with city less than 685,filter_condition
4664,Sort the data by quantity in ascending order,sort_ascending
4665,Sort by country in descending order,sort_descending
4666,Sum up the values in status,aggregate_sum
4667,What is the average quantity?,aggregate_average
4668,Count total entries,count_rows
4669,List all headers,show_columns
4670,Show all rows where score is greater than 135,filter_condition
4671,Sort the data by gender in ascending order,sort_ascending
4672,List by price from high to low,sort_descending
4673,What is the total of price?,aggregate_sum
4674,Show mean of name,aggregate_average
4675,Count total entries,count_rows
4676,Which columns are in the dataset?,show_columns
4677,List records with status less than 984,filter_condition
4678,Order the results by city from smallest to largest,sort_ascending
